frequency_hz,adc1_rms_v,adc2_rms_v,amplitude_db,phase_deg
44010.0,0.00888756428267214,0.006658064815307485,-15.231597317898329,95.86861162870677
44510.0,0.009076689383712441,0.006736558413381005,-13.697981304827838,104.22522425136171
45010.0,0.007877207606497159,0.0066948767000232605,-15.170707552374322,103.20357080160822
45510.0,0.009854464538966816,0.006768183492830318,-16.946658462784644,109.79238935455892
46010.0,0.009213323025054423,0.006829563877821446,-16.496321934452432,93.97345287373751
46510.0,0.008672236735725798,0.006651571176760166,-15.267440365101601,112.87229150578133
47010.0,0.008743006847683686,0.006904657396032828,-17.032402265183116,94.93367405518494
47510.0,0.008435435262574006,0.00687253755155547,-14.475660682330755,89.99631298416199
48010.0,0.009268483773101523,0.006540599413649631,-16.223906326476097,119.58662146810718
48510.0,0.009346559588189914,0.006907659365955801,-19.22763968791742,118.93212633682846
49010.0,0.009110013421086888,0.006812504330507806,-16.750618537861634,97.0219610175154
49510.0,0.008165712359295745,0.006839926507903563,-14.86352464124829,105.15764014558448
50010.0,0.008530248716620841,0.0066984288404514005,-17.481789489840697,121.15381211874296
50510.0,0.009059169889728718,0.006815508372164698,-16.409801790513782,113.01986082811473
51010.0,0.008646269205660133,0.006693016421443216,-14.525405425971279,102.8484448418651
51510.0,0.007763421393676755,0.006802797589291914,-15.260448906822305,123.12594116442023
52010.0,0.009212993837161499,0.006899189080485383,-17.717945972047495,112.348824831084
52510.0,0.009071656773672327,0.0068477535146490905,-15.88429426337369,108.34486500147429
53010.0,0.00859988783140983,0.00677183588714735,-16.19113885778561,118.75675017106295
53510.0,0.007914509866475659,0.006778062116943795,-14.549040028510827,95.05521639302006
54010.0,0.00821467071446615,0.006877901468359411,-14.096531780368345,106.8814155042836
54510.0,0.009493451332293809,0.006859014085252463,-18.956752152617824,113.20614622260216
55010.0,0.009590689199676143,0.006765570508834788,-20.086859557827246,104.68209028829665
55510.0,0.0066662072911276606,0.006605755589095796,-11.980851917803628,112.43479879388396
56010.0,0.008670317937752716,0.00665864284611032,-18.12345476596923,119.38371755869852
56510.0,0.009407222094988217,0.006838405433734236,-20.669476366126407,96.60306450020254
57010.0,0.007419908199256979,0.006610823839322244,-13.196665950757481,114.8355636984687
57510.0,0.009626505999551484,0.006804775219800897,-16.77861270604329,88.46354841876187
58010.0,0.00999287237846006,0.006728345520373458,-19.841709665120746,79.76526175159549
58510.0,0.00799961876187051,0.006907538361008767,-13.946323237579978,106.77830619583753
59010.0,0.00859605849172419,0.006792245044241184,-16.931895817157322,110.87530363200038
59510.0,0.010077431663335065,0.0069486180803163804,-19.493504756195364,96.3972416479359
60010.0,0.0077091376424805605,0.006568988217875365,-13.771785111393633,129.05330438602218
60510.0,0.00798623522593772,0.006792802332720343,-16.225114102854278,130.55109784546394
61010.0,0.007133514914086387,0.006716005300929832,-12.493151488445315,108.35714038437905
61510.0,0.00898739523372059,0.0067647230908152315,-19.028687470634104,87.14353918212684
62010.0,0.008925236954840293,0.006807706480055079,-15.1302388836247,101.44338616461053
62510.0,0.008845521940105077,0.006786727609123745,-15.342864569630716,100.39973936092683
63010.0,0.006942068001446573,0.006789628566638881,-10.938146655977173,110.38051122404596
63510.0,0.008470627684520967,0.006789705386156748,-15.354507521317958,111.47443547753755
64010.0,0.008140534796687162,0.006583813896086043,-14.374120813169709,106.07190909932949
64510.0,0.008257663387077426,0.006635120638396617,-16.944893213718355,109.82070891835536
65010.0,0.00827156141278049,0.006805925258006927,-17.00693012439895,97.19271149046203
65510.0,0.010064220368459578,0.0068522356871055555,-20.700606205879986,102.067034882199
66010.0,0.008278164494568592,0.006863128808407428,-14.791871516099764,123.4285689036611
66510.0,0.00919359062321898,0.006857114902707313,-17.74602861247596,115.48428640279597
67010.0,0.0070274039094347,0.006882637275939232,-12.947951848446111,112.53204383053334
67510.0,0.009595815260496174,0.006768432368108981,-14.023172732909039,94.55223653341018
68010.0,0.008061388834645857,0.006778044833978539,-14.811850314993347,118.63470413663264
68510.0,0.008546409836188075,0.00701584915594986,-13.698458454919642,111.48835999874791
69010.0,0.009963769626890651,0.006847222438453726,-18.18709626492008,134.0789314338991
69510.0,0.009624513030664715,0.006852527906803819,-20.9138045808507,115.92384022364577
70010.0,0.007639064170821519,0.006900321394578749,-14.89802283851301,110.39851714080666
70510.0,0.007715139175274226,0.006794315594830886,-12.938813152577968,122.97091754240566
71010.0,0.008246414459188153,0.006804236328910006,-14.850793917143763,115.24804502983376
71510.0,0.009784678469232977,0.006690819605150708,-20.449523954344734,125.36244632319936
72010.0,0.00911874147333169,0.006595265193879114,-17.451786306884802,119.39924090832716
72510.0,0.008559312941545393,0.006922551349873484,-16.400496325243175,107.05703711441393
73010.0,0.008782365935406744,0.006634635133840289,-15.206498103922552,113.61782526572792
73510.0,0.008137245324124987,0.006759877324424479,-12.8847819906794,125.35938026411633
74010.0,0.00892014693029792,0.006857139147460479,-18.15388156012179,102.19025211476838
74510.0,0.00722159458979119,0.006679226472789962,-12.717899356361421,119.02440728055609
75010.0,0.008442160697593928,0.006641748236307192,-17.210414985037595,118.79139051908244
75510.0,0.007073728452185628,0.006793903272672255,-10.793444848322281,100.93559503804732
76010.0,0.008757856785366905,0.0068950207832377125,-14.042778912071874,119.74241575158891
76510.0,0.009513783681421023,0.00682576871167926,-19.866537138945862,119.76303498745528
77010.0,0.009093634830778666,0.006757309447011322,-14.906260500887484,115.00012280978346
77510.0,0.007178532913393481,0.006655037805322717,-16.243934343121396,122.28852134511736
78010.0,0.010062574024503832,0.00684822866494977,-18.125461129209697,120.4654838424417
78510.0,0.008892612829943853,0.006757538164881867,-19.795836307177275,124.87527722997945
79010.0,0.007257700045339374,0.006932223116098167,-11.745810086549257,105.90088605339041
79510.0,0.010061783878912824,0.006743791491326947,-20.331786524079995,129.76196036725307
80010.0,0.007248481839418997,0.006830443074310351,-12.427697409263798,126.886856969423
80510.0,0.009594817069261932,0.006838127789022186,-18.107115215007404,92.97532531939261
81010.0,0.009809576603948161,0.006858277852463246,-20.495105725063283,102.63797908895616
81510.0,0.00920974625375819,0.006968757859267097,-15.985924003843445,100.76101062575482
82010.0,0.009154831069818228,0.006834886338384505,-18.225292564455128,115.0509455871284
82510.0,0.008023396681251396,0.0068027806623679994,-14.718363019510134,128.84338619003577
